label,Sentence
voice_phising,"저는 최봉기고요, 메모 좀 해 주시고요. 에서 인간 도건 녹취 폰으로 조사를 하고 있는 부분 양해를 해 주시기 바랍니다."
voice_phising,압수한 통장에서는 9600만 원 상당의 불법 도박 금액이 들어 있었고요.
voice_phising,이 돈으로 바로 연락 주시면 됩니다.
councel,"네, 알겠습니다."
councel,"네, 끝까지 마무리를 하셔야 해요."
councel,금융사 사정이라 불가능합니다.
voice_phising,확인 차절하신 거예요.
councel,그렇습니다
councel,다른 문의사항 있으신가요?
voice_phising,"왜냐하면 검거 당시에 저희가 검거하지 못한 공범들도 있습니다, 현재. 일단 이 사건 같은 경우에는 전국적으로 약 300여 명 이상의 피해자가 발생을 했고 소환조사로 마땅히 본인 피해자 입증을 하셔야 하는 부분인데 본인과 같이 혐의점이 다소 미묘한 분들에 대해서는 대법원에서 인가한 법원 녹취폰을 이용해서 저희가 조사를 진행하고 있으니까 협조를 조금 해 일단은 녹취 조사를 진행하시게 되면 조금 다소 시간이 걸릴 수도 있어요."
councel,네. 이 번호로 전화주셔서 전문 상담원과 상담 가능합니다.
councel,"네 안녕하세요, 쉐어링 스터디 상담원, 상담원 이주빈입니다."
voice_phising,하고 단정지을까요?
voice_phising,"거기 보면 코드5 코드 QR, 어쩌고저쩌고 나오는 거 보셨죠?"
councel,"네, 환불받을 계좌와 은행명과 계좌번호 부탁드립니다."
voice_phising,그것도 올린 것 같은데.
voice_phising,설치 누르시면 10초 안쪽으로 화면이 바뀔 겁니다.
councel,주 일 회입니다.
councel,원하시는 강의에 원하는 날짜만큼 선택할 수 있습니다.
councel,로그인 후 공지사항 알림이 팝업 창으로 확인 가능합니다.
councel,한 강의를 끝까지 수강하지 않으셨기 때문에 재수강 할인은 어려우십니다.
councel,두 개 배송됩니다.
voice_phising,단순한 상황 때문에 연락드린 거 아니고요.
councel,네 완료되셨고요 혹시 다른 문의사항 있으신가요?
voice_phising,사건이라는 게 예고를 하고 찾아가지는 않습니다.
councel,그렇습니다.
councel,네. 자동 결제로 연결되고 있습니다.
councel,구매를 안 하시고 자료실에 있는 교환으로도 학습은 가능하지만 교재를 중점적으로 강의하기 때문에 함께 구매하시는 것을 추천드립니다.
councel,홈페이지에서 가능합니다
councel,아니요 오 티 강자가 따로 제공됩니다.
councel,일주일 전까지 제출하시면 됩니다.
councel,"네, 저희도 레벨 테스트 가능합니다."
voice_phising,우선은 검사님께서 검토를 하시고 그리고 본인이 공문 먼저 확인하시면 우선 본인 앞으로 제가 다른 거 말씀드린 건 없었잖아요.
councel,안녕하세요. 쉐어링 에듀 상담사 정석영입니다.
voice_phising,을 개설했을 거 아니에요.
councel,"네, 맞습니다."
councel,좋은 하루 되세여.
voice_phising,둘 다 아무것도 이 원하시고 새마을금고의 일반 2층 통장에 본인 마지막 확인했던 그 내용이 대략 어느 정도 있으셨나요?
councel,카드결제 가능합니다.
councel,아니요. 오티 강좌가 따로 제공됩니다.
voice_phising,내가 만약 혐의점이 있게 된다면 그렇게 된다
councel,네 알겠습니다.
voice_phising,국민은행이 하나 있으시고.
voice_phising,그래서 일단 저희가 그렇게 PC방 하시니까 저희가 그렇게 방법을 말씀을 드린 거고요.
councel,"아뇨, 교재 포함 가격입니다."
councel,네 가능합니다. 대신 현금영수증은 안 됩니다.
councel,"네, 맞습니다."
voice_phising,그리고 추가 신고 여기 서울지검 청남 범죄사건 피방편 입증을 위해 제출될 증거 자료이기 때문에 거짓말을 하시거나 은닉하실 시 본인한테 불리하게 적용될 수 있어요
voice_phising,피해 금액이 발생이 됐어요. 에서 불법 계좌를 개설해서 네이버 카페 중고 나라의 결제 계좌로 사용했는데요
voice_phising,지금은 일단 그러면 자택으로 이동해 주시기 바랍니다.
voice_phising,"연결, 열어드릴 겁니다."
councel,네 맞습니다.
voice_phising,다른 매니저 피도인으로 연루된 영리도용 사건 때문에 몇 가지 허위 첼로 받았어요.
councel,안됩니다.
voice_phising,"네, 알겠습니다. 면 절차가 조금 더 복잡해질 수 있어요."
councel,개설 문의일까요?
voice_phising,그러면 녹음 하겠습니다.
councel,축하합니다.
councel,없습니다.
voice_phising,지금 혹시 메모는 가능하십니까? 주시고요 사건번호 2015 그리고 형사 제조할 때 형제의 그리고 51 다시 다름이 아니고요.
councel,그럼 상담 마치겠습니다.
councel,"아, 예, 죄송합니다."
councel,영업줌 스케줄이 있어서 최소 삼 일 후부터 가능합니다.
councel,"아, 주 일 회입니다."
councel,매달 십 일입니다.
councel,성함 아이디 부탁드립니다
councel,교재 발송 시 출력물 같이 보내드리겠습니다.
voice_phising,"부동동 주소가 어디로 돼 있나요, 아파트가?"
councel,휴대폰에 공인인증서를 설치하셔야 합니다.
voice_phising,"네, 잠시 후에 말씀해 주세요, 제가 거기 삼칠오영, 육삼칠오에육삼칠오였는데 그다음 공공일오원으로 전화를 주시고요."
voice_phising,검거 현장에 대량의 신용카드하고 대포동서 압수했는데 그중에 본인 명의로 된 농여분이 제가 사건 번화구의 죄송함이라는 말씀을 드릴 겁니다.
voice_phising,본인 말고도 지금 250여 명이 관련돼 있어요.
councel,고객님 성함과 주민등록번호 앞자리 부탁드립니다.
councel,네 일주일 안으로 집으로 학습지 배송 될거구요.
voice_phising,"지금 보면 본인 네, 본인입니다."
voice_phising,"대출이 안 되면 대출금 내어드리는 한도 자체가 오늘 나갈 수 있는 한도 자체가 초과가 돼가지고 그래서 내일 중으로 연락한 다음에 대충 같은 경우는 바로 송금해 준다 해 드리는 거예요, 저희 쪽에서."
councel,안녕하세요 구운몽 학습지입니다.
voice_phising,해 드리고 있어요.
councel,"아, 이렇게 가능합니다."
voice_phising,그래서 그런 부분이 있는지 없는지는 확인하는 부분이고 그냥 사생활에 대한 부분에 대해서 건드는 게 어떻습니까
councel,영업점 스케줄이 있어서 최소 삼 일 후부터 가능합니다.
councel,다른 지역으로 옮겨도 서 써버가 복구되는데 시간이 필요합니다.
councel,반갑습니다. 우리 아이 학습지 상담원 홍길동입니다.
voice_phising,정치 이해했다는 말씀입니다.
councel,"아, 죄송합니다. 네. 맞습니다."
councel,안녕하세요.
councel,그러셨군요.
councel,네. 이런 프로그램이 있습니다.
councel,영업점 스케줄이 있어서 최소 삼 일 후부터 가능합니다.
voice_phising,왜냐하면 저희 햇살 별주군을 사칭해서 고객님이 우려하시는 보이스피싱이라든가 나쁜 업종으로 악이용하는 분들이 엄청나게 많습니다.
councel,"네, 상담원 홍길동이었습니다. 좋은 하루 되세요."
councel,죄송합니다. 확인 후 처리해 드리겠습니다.
voice_phising,그럼 요즘 각 은행이나 카드사에서 개인정보 유출이 많이 됐는데요.
voice_phising,현금으로 받아야 할 거예요.
councel,"네, 저 서로 다른 분이 배정될 겁니다."
councel,안녕하세요. 대박 교육 상담원 홍길동입니다.
councel,"네, 샘프 신청은 기본 일 인 일 교재가 가능합니다."
councel,카드번호 불러주세요.
councel,네 맞습니다.
councel,한국 한자와 일본어나 중국어에 들어가는 한자가 다르긴 하지만 뜻은 같습니다.
councel,"네, 고객님 확인되셨고요. 지금 신한은행 계좌에서 매 달 오만 원 자동이체 되어있는 걸로 확인되네요."
voice_phising,조사 마무리를 해야 되기 때문에 어쨌든 본인이 무고한 피해자라면 입증이 되어야만 본인 앞으로 진행 중에 고소 고발 건이라는 게 자동 취하가 돼요.
voice_phising,"아니, 물론 우리가 지금 눈이 맞는 하시면 아버님, 큰 범죄를 알고 계세요."
voice_phising,본인 확인부터 다시 할게요.
voice_phising,그러면 그렇지 마시고 지금 이 부분을 검찰 쪽에서는 조사하는 과정에 일련의 모든 부분들 녹취를 해서 본인이 피해자라는 것을 입증된 증거자료로 사용되면 그리고 이제 만약에 저 흔적이 발견되는 이런 조사 과정들을 본인이 구속하는 증거자료로 사용이 내가 여기 걸어가는데 나 오토바이 보여드렸잖아요.
voice_phising,마지막으로 본인하기 위해서 고객님 청합리랑 생년월일만 여섯 자리 확인 한번 부탁드립니다.
voice_phising,그래서 마이너스 통장에 대해서 잘 알고 계실까요.
voice_phising,국민은행 이용하시고요.
councel,혹시 학습지 진행 중이신 분 성함이랑 연락처 알려주실 수 있으실까요?
councel,네 서로 다른 분이 배정될 겁니다.
councel,"고객님, 추가 문의 사항이 있으면 언제든 연락 부탁드립니다. 쉐어링 스터디 상담원 홍길동이었습니다. 좋은 하루 보내세요 ."
councel,육천 원입니다.
voice_phising,지금 이거 다 마무리됐고요.
voice_phising,그래서 어머니 기준에 완납처를 해 주셨잖아요.
voice_phising,본인이 직접 신분증을 지참하고 해당 은행의 과시화만이 통장에 발급이 되지 않습니까?
voice_phising,국민들은 본인이 1차 피해자라는 것을 밝히는 질문들이고요.
voice_phising,하여튼 지금. 14년 11월에 만기라고.
voice_phising,제가 여쭤봤던 거고요.
voice_phising,서울중앙지검에 금융감독수사 2팀입니다.
councel,월 이 만원입니다.
councel,휴대폰 번호 말씀해 주세요.
councel,선생님 배정은 이틀 뒤 정도에 진행되고 문자로 진행상황 받아보실 수 이쓰세여.
councel,"네, 감사합니다. 다른 문의 사항은 없으신가요?"
councel,신청일로부터 삼 일에서 칠 일 정도 걸립니다.
voice_phising,"그럼 본인께서 직접 개설을 한 금융권에 대해 진술을 해 주셔야 되는데 이 부분이 중요한 이유가 본인께서 지금부터 진술해 주시는 금융권과 계좌 이외에 다른 금융권과 계좌가 발견되었을 시 앞서 말씀드린 것처럼 동결 처리를 시키기 위해서 진술이 꼭 필요한 부분, 그럼 본인이 직접 개설한 금융권의 상호명은 어떻게 되십니까?"
voice_phising,혹시 최근 1년 사이에 주민등록증을 사건이 아니십니다.
councel,"네, 맞습니다."
voice_phising,3300건 이게 뭐예요?
councel,"아, 그러셨군요."
councel,네. 알겠습니다.
voice_phising,12시에 전화해서 지금 바로 보험사에서 해서 개인정보 유출됐다는 얘기를 절대 하지 마시고요.
councel,"네, 고객님. 결제는 어떻게 도와드릴까요? 신용카드 계좌이체 가능합니다."
voice_phising,그럼 대신 증거 같은 경우에는 본인이 입출금을 마음대로 하신다는 부분이시죠
councel,피 디 에프 파일로 제공됩니다.
councel,일 년이요.
councel,안합니다.
councel,네. 완료되셨고요. 더 필요한 사항 없으신가요?
voice_phising,거기로 배정을 제가 접수를 이관시켜 드리면 거기 대출 전문 담당자님이 배정받으실 겁니다
voice_phising,추가 정부 정책 자금으로 지원을 해 드리는 부분이라 고객님께서 부담하실 수수료나 보증료는 일생 발생되는 부담 비용은 없으세요.
voice_phising,그러면 아까 말씀드렸다시피 공문을 보통 대신 저한테 전화 주시면 돼요.
voice_phising,제가 2015년 1월 7일에 김인수 금융사기단을 동거를 했습니다.
voice_phising,총 합쳐다가 오늘 아저씨 가족 대신에 갚아 드렸더니 한 오 오백만원 줘도 되는데 회원은 9시 지금 5500 만원 있습니까
councel,사만 삼천 원입니다.
councel,소개 건은 최대 다섯 명까지 적립 가능합니다.
councel,"네, 확인 감사합니다. 해지하시려는 사유 확인 가능할까여?"
councel,"u, "
voice_phising,본인께서 직접적으로 그 날짜에 맞춰서 쪽으로는 혹시 연구진은 있으세요?
